Business Name,Business Type,Address,Phone Number,Rating,Online Delivery,Website
Broken Shaker - Miami,"Cocktail Bars, American (New)",2727 Indian Creek Dr,,4,Yes,https://www.yelp.com/biz/broken-shaker-miami-miami-beach-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Miu's Tea,"Bubble Tea, Tea Rooms, Coffee & Tea",1520 Washington Ave,+17862167028,4.5,Yes,https://www.yelp.com/biz/mius-tea-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Spitfire - Mediterranean Street Food,"Turkish, Mediterranean, Halal",405 15th St,+13053978567,4.5,Yes,https://www.yelp.com/biz/spitfire-mediterranean-street-food-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Charlotte Bakery,"Bakeries, Venezuelan, Argentine",1499 Washington Ave,+13055350095,4,Yes,https://www.yelp.com/biz/charlotte-bakery-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
La Leggenda Pizzeria,Pizza,224 Española Way,+13057638566,4.5,No,https://www.yelp.com/biz/la-leggenda-pizzeria-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Alma Mexicana,Mexican,1344 Washington Ave,+13056950880,4,Yes,https://www.yelp.com/biz/alma-mexicana-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Kómma Mediterranean Kitchen & Bar,"Mediterranean, Turkish, Greek",560 Washington Ave,+17862167230,4,Yes,https://www.yelp.com/biz/k%C3%B3mma-mediterranean-kitchen-and-bar-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
World Famous House of Mac,"Soul Food, American (New), Chicken Wings",2055 NW 2nd Ave,+17866366967,4,No,https://www.yelp.com/biz/world-famous-house-of-mac-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Gyu-Kaku Japanese BBQ,"Japanese, Barbeque, Asian Fusion",34 SW 13th St,+13054008915,4,Yes,https://www.yelp.com/biz/gyu-kaku-japanese-bbq-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Fogo de Chão Brazilian Steakhouse,"Brazilian, Steakhouses",836 1st St,+13056720011,4,Yes,https://www.yelp.com/biz/fogo-de-chao-brazilian-steakhouse-miami-beach-10?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
il pastaiolo,"Italian, Pizza",1130 Collins,+17863620152,4.5,Yes,https://www.yelp.com/biz/il-pastaiolo-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Semilla,"French, Wine Bars",1330 Alton Rd,+13056746522,4,Yes,https://www.yelp.com/biz/semilla-miami-beach-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Chotto Matte - Miami,"Japanese, Peruvian, Asian Fusion",1664 Lenox Ave,+13056900743,4,Yes,https://www.yelp.com/biz/chotto-matte-miami-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
MILA Restaurant,"Mediterranean, Asian Fusion, Lounges",1636 Meridian Ave,+17867060744,4,Yes,https://www.yelp.com/biz/mila-restaurant-miami-beach-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Versailles,"Cuban, Coffee & Tea, Latin American",3555 SW 8th St,+13054440240,4,No,https://www.yelp.com/biz/versailles-miami-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Wet Willie's,Lounges,760 Ocean Dr,+13055325650,4,Yes,https://www.yelp.com/biz/wet-willies-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Maison Valentine,"Custom Cakes, Patisserie/Cake Shop, Sandwiches",1112 15th St,+17865351432,4.5,Yes,https://www.yelp.com/biz/maison-valentine-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Moshi Moshi - Miami Beach,"Sushi Bars, Ramen",1448 Washington Ave,+18444666744,4,Yes,https://www.yelp.com/biz/moshi-moshi-miami-beach-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
1-800-Lucky,"Asian Fusion, Bars, Karaoke",143 NW 23rd St,+13057689826,4,Yes,https://www.yelp.com/biz/1-800-lucky-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Stubborn Seed,"American (New), Seafood, American (Traditional)",101 Washington Ave,+17863225211,4.5,No,https://www.yelp.com/biz/stubborn-seed-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Carrot Express - Miami Beach,"Juice Bars & Smoothies, Salad, Wraps",1755 Alton Rd,+13055351379,4,Yes,https://www.yelp.com/biz/carrot-express-miami-beach-miami-beach-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Michael's Genuine Food & Drink,"American (New), Bars",130 NE 40th St,+13056760894,4,Yes,https://www.yelp.com/biz/michaels-genuine-food-and-drink-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Komodo,"Asian Fusion, Lounges, Cocktail Bars",801 Brickell Ave,+13055342211,4,Yes,https://www.yelp.com/biz/komodo-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Pura Vida - South of Fifth,"Salad, Breakfast & Brunch, Wraps",110 Washington Ave,,4,Yes,https://www.yelp.com/biz/pura-vida-south-of-fifth-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
La Mulata Cuban restaurant,"Cuban, Bars, Breakfast & Brunch",1443 Washington Ave,+13054132168,4.5,Yes,https://www.yelp.com/biz/la-mulata-cuban-restaurant-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
A La Folie Café,"French, Creperies",516 Espanola Way,+13055384484,4,Yes,https://www.yelp.com/biz/a-la-folie-caf%C3%A9-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Sardinia Enoteca Ristorante,"Sardinian, Wine Bars, Breakfast & Brunch",1801 Purdy Ave,+13055312228,4,Yes,https://www.yelp.com/biz/sardinia-enoteca-ristorante-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Playa Cafe,"Cuban, Latin American",1515 Washington Ave,+13055381551,4,Yes,https://www.yelp.com/biz/playa-cafe-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Midtown Creamery,"Desserts, Ice Cream & Frozen Yogurt",2690 NE 2nd Ave,+17865362281,4.5,Yes,https://www.yelp.com/biz/midtown-creamery-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Le Chick,"Cocktail Bars, American (New), Southern",310 NW 24th St,+17862167086,4.5,Yes,https://www.yelp.com/biz/le-chick-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Prime One Twelve,"Steakhouses, American (Traditional), Cocktail Bars",112 Ocean Dr,+13055328112,3.5,Yes,https://www.yelp.com/biz/prime-one-twelve-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
South Beach,Beaches,,,4,No,https://www.yelp.com/biz/south-beach-miami-beach-10?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Mister O1 Extraordinary Pizza - Brickell,"Pizza, Salad, Wine Bars",900 S Miami Ave,+13059021605,4.5,Yes,https://www.yelp.com/biz/mister-o1-extraordinary-pizza-brickell-miami-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
The Capital Grille,"Steakhouses, Seafood, Wine Bars",444 Brickell Ave,+13053744500,4,No,https://www.yelp.com/biz/the-capital-grille-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
La Mar by Gaston Acurio,Peruvian,500 Brickell Key Dr,+13059138358,4,No,https://www.yelp.com/biz/la-mar-by-gaston-acurio-miami-5?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
South Pointe Park,"Parks, Beaches",1 Washington Ave,+13056737730,4.5,No,https://www.yelp.com/biz/south-pointe-park-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
NIU Kitchen,"Catalan, Tapas/Small Plates",104 NE 2nd Ave,+17867176711,4.5,Yes,https://www.yelp.com/biz/niu-kitchen-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
The River Oyster Bar,"Seafood, Latin American",33 SE 7th St,+13055301915,4,Yes,https://www.yelp.com/biz/the-river-oyster-bar-miami-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Old's Havana Cuban Bar & Cocina,"Cuban, Bars",1442 SW 8th St,+17865182196,4.5,Yes,https://www.yelp.com/biz/olds-havana-cuban-bar-and-cocina-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Perricone's Marketplace & Cafe,"Italian, Sandwiches",1700 SW 3rd Ave,+13053749449,4,Yes,https://www.yelp.com/biz/perricones-marketplace-and-cafe-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Española Cigar Bar & Lounge,"Lounges, Cigar Bars, Tapas Bars",409 Española Way,+13056043432,4.5,Yes,https://www.yelp.com/biz/espa%C3%B1ola-cigar-bar-and-lounge-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Vero Italian,"Italian, Pizza, Wine Bars",90 SE 1st St,+13055331357,4.5,No,https://www.yelp.com/biz/vero-italian-miami-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Suviche - Miami,"Peruvian, Sushi Bars, Japanese",2751 N Miami Ave,+13055015010,4,Yes,https://www.yelp.com/biz/suviche-miami-miami-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
STK Steakhouse,"Bars, Steakhouses, Venues & Event Spaces",2305 Collins Ave,+13056046988,4,Yes,https://www.yelp.com/biz/stk-steakhouse-miami-beach-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Spris,"Pizza, Italian",731 Lincoln Rd,+13056732020,4,Yes,https://www.yelp.com/biz/spris-miami-beach-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Rusty Pelican - Miami,"Seafood, American (New), Venues & Event Spaces",3201 Rickenbacker Cswy,+17866861599,3.5,No,https://www.yelp.com/biz/rusty-pelican-key-biscayne-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Via Emilia 9,"Italian, Seafood, Pasta Shops",1120 15th St,+17862167150,4,Yes,https://www.yelp.com/biz/via-emilia-9-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Ceviches By Divino,"Peruvian, Gastropubs, Beer Bar",2895A Collins Ave,+13057638032,4.5,Yes,https://www.yelp.com/biz/ceviches-by-divino-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Gelato-go South Beach,"Gelato, Coffee & Tea, Desserts",458 Ocean Dr,+13053978648,4.5,Yes,https://www.yelp.com/biz/gelato-go-south-beach-miami-beach-7?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Bali Café,"Sushi Bars, Indonesian, Asian Fusion",109 NE 2nd Ave,+13053585751,4.5,Yes,https://www.yelp.com/biz/bali-caf%C3%A9-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Uchi,Japanese,252 NW 25th St,+13059950915,4.5,No,https://www.yelp.com/biz/uchi-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Orange Blossom,"American (New), Breakfast & Brunch, Cocktail Bars",2000 Collins Ave,+17867417128,4,Yes,https://www.yelp.com/biz/orange-blossom-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
La Locanda,"Italian, Pizza",419 Washington Ave,+13055386277,4.5,Yes,https://www.yelp.com/biz/la-locanda-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Zak The Baker,"Kosher, Bakeries, Cafes",295 NW 26th St,+17862940876,4.5,Yes,https://www.yelp.com/biz/zak-the-baker-miami-6?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
True Loaf,Bakeries,1894 Bay Rd,+17862167207,4.5,Yes,https://www.yelp.com/biz/true-loaf-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Meraki Greek Bistro,Greek,142 SE 1st Ave,+17867731535,4.5,Yes,https://www.yelp.com/biz/meraki-greek-bistro-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Miami Mediterranean Cuisine,"Mediterranean, Turkish, Greek",209 11th St,+13056748384,4.5,Yes,https://www.yelp.com/biz/miami-mediterranean-cuisine-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Doce Provisions,"Gastropubs, Cuban, Latin American",541 SW 12th Ave,+17864520161,4.5,Yes,https://www.yelp.com/biz/doce-provisions-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Rosetta Bakery,"Bakeries, Coffee & Tea, Desserts",1666 Collins Ave,+13059077705,4,Yes,https://www.yelp.com/biz/rosetta-bakery-miami-beach-5?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Mister O1 Extraordinary Pizza - Wynwood,"Pizza, Salad, Wine Bars",2315 N Miami Ave,+17868828183,4.5,Yes,https://www.yelp.com/biz/mister-o1-extraordinary-pizza-wynwood-miami-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
11th Street Diner,"American (Traditional), Breakfast & Brunch, Bars",1065 Washington Ave,+13055346373,4,Yes,https://www.yelp.com/biz/11th-street-diner-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Clevelander South Beach Hotel and Bar,"Hotels & Travel, Nightlife, American (Traditional)",1020 Ocean Dr,+13055324006,3.5,No,https://www.yelp.com/biz/clevelander-south-beach-hotel-and-bar-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Limoncello Miami,"Italian, Pizza",1334 Washington Ave,+13053978226,4.5,No,https://www.yelp.com/biz/limoncello-miami-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Segafredo L'Originale,"Italian, Cafes, Cocktail Bars",1040 Lincoln Rd,+13056730047,4,Yes,https://www.yelp.com/biz/segafredo-l-originale-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Dolce Italian,Italian,1690 Collins Ave,+17869752550,4,Yes,https://www.yelp.com/biz/dolce-italian-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Panther Coffee,"Coffee & Tea, Coffee Roasteries",2390 NW 2nd Ave,+13056773952,4,Yes,https://www.yelp.com/biz/panther-coffee-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Dolores But You Can Call Me Lolita,"American (New), Cocktail Bars, Tapas Bars",1000 S Miami Ave,+17866488400,4,Yes,https://www.yelp.com/biz/dolores-but-you-can-call-me-lolita-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
NAOE,"Japanese, Sushi Bars, Seafood",661 Brickell Key Dr,+13059476263,4.5,No,https://www.yelp.com/biz/naoe-miami-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Swizzle Rum Bar & Drinkery,"Cocktail Bars, Speakeasies",1120 Collins Ave,+13479776428,5,No,https://www.yelp.com/biz/swizzle-rum-bar-and-drinkery-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Mama's Tacos,"Latin American, Tacos",710 Washington Ave,+17864136037,4.5,Yes,https://www.yelp.com/biz/mamas-tacos-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Nikki Beach Miami Beach,"Seafood, Venues & Event Spaces, Sushi Bars",1 Ocean Dr,+13055381111,3.5,No,https://www.yelp.com/biz/nikki-beach-miami-beach-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Giotto,"Pizza, Italian",959 W Ave,+13055321138,4,Yes,https://www.yelp.com/biz/giotto-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Jaguar Sun,"Cocktail Bars, Italian",230 NE 4th St,,4.5,Yes,https://www.yelp.com/biz/jaguar-sun-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Pizzette,"Pizza, Italian, Wine Bars",1223 Lincoln Rd,+17862387995,4.5,Yes,https://www.yelp.com/biz/pizzette-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Bella Cuba,"Cuban, Latin American, Caribbean",1659 Washington Ave,+13056727466,4,Yes,https://www.yelp.com/biz/bella-cuba-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Azucar Ice Cream - Little Havana,Ice Cream & Frozen Yogurt,1503 SW 8th St,+13053810369,4.5,Yes,https://www.yelp.com/biz/azucar-ice-cream-little-havana-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Coyo Taco,"Mexican, Bar Crawl, Cocktail Bars",2300 NW 2nd Ave,+13055738228,4,Yes,https://www.yelp.com/biz/coyo-taco-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Barceloneta,"Spanish, Cocktail Bars, Tapas/Small Plates",1400 20th St,+13055389299,3.5,Yes,https://www.yelp.com/biz/barceloneta-miami-beach-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Taste Bakery Cafe,"American (New), Breakfast & Brunch, Cafes",900 Alton Rd,+13056959930,4,Yes,https://www.yelp.com/biz/taste-bakery-cafe-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Blue Collar,"Comfort Food, Breakfast & Brunch, American (Traditional)",6730 Biscayne Blvd,+13057560366,4.5,Yes,https://www.yelp.com/biz/blue-collar-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
The Daily Creative Food,"Sandwiches, Breakfast & Brunch, Diners",2001 Biscayne Blvd,+13055734535,4,Yes,https://www.yelp.com/biz/the-daily-creative-food-miami-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Necessary Purveyor,"Sandwiches, Specialty Food, Cafes",1222 16th St,+15617080565,5,Yes,https://www.yelp.com/biz/necessary-purveyor-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
